Year,World,North America,Middle East,Europe,Eurasia,Central and South America,EU28,Asia and Oceania,Africa,OECD,Persian Gulf,OPEC,Afghanistan,Albania,Algeria,American Samoa,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Cyprus,Czechia,Czechoslovakia,Czech republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong Special Administrative Region (China),Hungary,Iceland,Inde,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macao Special Administrative Region (China),Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Niger,Nigeria,Nicaragua,Northern Mariana Islands,Niue,North Korea,Norway,Oman,Pakistan,Palestinian Territories,Papua New Guinea,Paraguay,Panama,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation & USSR,Rwanda,Saint Helena,Peru,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,United States Virgin Islands,Uruguay,U.S. Pacific Islands,Uzbekistan,Vanuatu,Venezuela,Viet Nam,Western Sahara,Yemen,Reunion,Yugoslavia,Zambia,Zimbabwe
1965,58.97360753,13.33483763,0.008352666,20.86226996,12.01764742,0.223172348,18.61401596,11.20195342,1.325374078,34.27535527,0.008352666,0.03223836,0.004220294,0.004850408,0.001318842,,,,0.009240159,,,0.904806706,0.077330301,,,,,,,0.530590359,,,,,,,0,0.070654308,,,0.375049357,,0.000468922,0,,,0.339530759,,,,,0.048585026,6.256762294,0.090032947,,,,,,,,,1.641028433,,0.003341066,0.019654702,,,,,,,,,,,,,,,1.552200834,,,,,,6.916734628,,,0.029180991,0.000586152,,,,,,,,,,,0.403389235,,0.022244468,1.53827102,0.00794236,0.008352666,,0.005216753,,0.020950714,,,1.37379038,,,,,,,,,,,,,,,,,,5.86152E-05,,0,,,,,,,0.041976807,,0.010458417,,,0.012279884,0.006945901,,,0,0.33545479,,,0.060957082,0,0.021687624,,,,0.462195506,0.012666071,,0.025377451,,,,,0.00187935,3.019881774,0.013862495,,,0.235500341,12.01764742,,,0.00378068,,,,,,,,,,,,,,,,,1.175963933,0.300660807,,0.382051705,,,,0.000879228,0.001606379,,,0.14812061,,5.86152E-05,0.001208939,,,,,0,0.236171455,,,,,,4.695360602,12.95274392,,,,,,0.000879228,0.104833285,,,,0.353537637,0,0.102840368
1966,59.79140144,13.83665394,0.008352666,20.18494088,12.25216447,0.218816169,17.9403197,11.97865196,1.311821364,34.23360555,0.008352666,0.028223219,0.004747831,0.005773597,0.00011723,,,,0.008820152,,,0.952888374,0.073928436,,,,,,,0.469261129,,,,,,,0,0.082568917,,,0.378624884,,0.000439614,0,,,0.330573213,,,,,0.048765502,6.842679833,0.073269,,,,,,,,,1.627556257,,0.003311759,0.018297614,,,,,,,,,,,,,,,1.520372781,,,,,,6.610210895,,,0.028537631,0.000996458,,,,,,,,,,,0.390055728,,0.024836433,1.556868978,0.009378432,0.008352666,,0.00597875,,0.021695303,,,1.422699562,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.043964741,,0.012308606,,,0.013217728,0.008645742,,,6.77006E-05,0.294599995,,,0.059559139,0,0.018756864,,,,0.499401504,0.012903931,,0.02433117,,,,,0.001483697,3.111159708,0.013056536,,,0.253995195,12.25216447,,,0.00439614,,,,,,,,,,,,,,,,,1.163393786,0.340589481,,0.377251325,,,,0.001963609,0.00108907,,,0.146977614,,8.79228E-05,0.001653828,,,,,0,0.252842468,,,,,,4.372204718,13.46111952,,,,,,0.000996458,0.1025766,,,,0.345544927,0.002915344,0.099411379
1967,57.66777346,14.29803812,0.008499204,19.38380437,12.51770948,0.248423893,17.22922878,9.880271559,1.33102684,33.87812289,0.008499204,0.015972642,0.004425448,0.00586152,0.000498229,,,,0.010006054,,,0.998843365,0.064300699,,,,,,,0.440728421,,,,,,,0,0.097726822,,,0.413471621,,0.000468922,0,,,0.328154794,,,,,0.043917321,4.750117193,0.09085356,,,,,,,,,1.572401845,,0.003897911,0.012019926,,,,,,,,,,,,,,,1.447297211,,,,,,6.142014511,,,0.030588342,0.000937843,,,,,,,,,,,0.28779395,,0.028327847,1.562572047,0.006066673,0.008499204,,0.00524606,,0.031335671,,,1.315107186,,,,,,,,,,,,,,,,,,5.86152E-05,,0,,,,,,,0.049970396,,0.013218314,,,0.014126263,0.008264743,,,0,0.236365794,,,0.054349537,0,0.005949443,,,,0.547876274,0.012695803,,0.027141768,,,,,0.001384784,3.151159307,0.013261689,,,0.277132373,12.51770948,,,0.004894369,,,,,,,,,,,,,,,,,1.196347955,0.364574821,,0.365408974,,,,0.002285993,0.000272268,,,0.148823993,,5.86152E-05,0.003239955,,,,,0,0.252909788,,,,,,4.310831965,13.91897509,,,,,,0.001025766,0.08206128,,,,0.310706632,0.009857816,0.089681256
1968,59.27314393,14.11103641,0.011312734,19.33914625,12.56308721,0.264432159,17.12815998,11.59042444,1.393704718,33.54599482,0.011312734,0.012221269,0.00366345,0.006359749,0,,,,0.011661377,,,1.113609142,0.05796485,,,,,,,0.397044418,,,,,,,0,0.108740516,,,0.463734155,,0.000263768,0,,,0.328147277,,,,,0.047549647,6.27768792,0.09085356,,,,,,,,,1.617498812,,0.00208084,0.007016239,,,,,,,,,,,,,,,1.284938968,,,,,,6.220280984,,,0.032903291,0,,,,,,,,,,,0.351201704,,0.039904642,1.621916024,0.005158138,0.011312734,,0.004865062,,0.02587379,,,1.289560484,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.054511257,,0.015768075,,,0.013217728,0.012133346,,,0,0.195276539,,,0.050906202,0,0,,,,0.648650457,0.010287466,,0.024618384,,,,,0.000633044,3.289981495,0.012997921,,,0.305674751,12.56308721,,,0.004718524,,,,,,,,,,,,,,,,,1.253496017,0.300168439,,0.368743446,,,,0.002608376,0.000571762,,,0.146948306,,8.79228E-05,0.00294981,,,,,0,0.264125953,,,,,,4.10909061,13.72837787,,,,,,0.000908536,0.0879228,,,,0.31271429,0.014156714,0.095923775
1969,60.47203991,14.44978313,0.014360724,19.12029814,12.86372147,0.281457017,16.81052074,12.32899223,1.413427209,33.61414481,0.014360724,0.016353641,0.003985834,0.00867505,0.000556844,,,,0.012674335,,,1.224956862,0.053302128,,,,,,,0.353977193,,,,,,,0,0.11547486,,,0.466093417,,0.000234461,0,,,0.316022327,,,,,0.050408838,6.80082858,0.097213309,,,,,,,,,1.707372707,,0.001904994,0.003978946,,,,,,,,,,,,,,,1.241264783,,,,,,6.321879942,,,0.03868779,0,,,,,,,,,,,0.341972785,,0.040504276,1.727205204,0.005627059,0.014360724,,0.00451337,,0.025847354,,,1.236873185,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.05143519,,0.017422489,,,0.011635117,0.008118205,,,0,0.016529486,,,0.054087293,0,0.000498229,,,,0.700055987,0.011447036,,0.028167534,,,,,0.001048479,3.476397174,0.0123385,,,0.333167038,12.86372147,,,0.004747831,,,,,,,,,,,,,,,,,1.280116579,0.301076975,,0.349750597,,,,0.00304799,0.000462855,,,0.136133802,,8.79228E-05,0.003365685,,,,,0,0.274251201,,,,,,3.770357384,14.08232561,,,,,,0.000937843,0.0879228,,,,0.308031405,0.009808404,0.097652923
1970,62.89085438,15.69138397,0.015533028,19.2771096,13.16461991,0.248638293,16.88824803,13.01799273,1.475576847,34.87391205,0.015533028,0.018815479,0.004806446,0.008880203,0.000380999,,,,0.015219085,,,1.296853182,0.050929135,,,,,,,0.30468855,,,,,,,0,0.11648839,,,0.46977152,,0.000322384,0,,,0.502543205,,,,,0.044716891,7.533225504,0.066469637,,,,,,,,,1.764586593,,0.002989375,0.001246306,,,,,,,,,,,,,,,1.14372909,,,,,,6.378345751,,,0.045138628,0.000527537,,,,,,,,,,,0.358348319,,0.034285496,1.687970841,0.005040907,0.015533028,,0.004571986,,0.021592741,,,1.098349349,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.061772449,,0.021012084,,,0.012690191,0.010286968,,,0,0.127019138,,,0.054906704,0,0.001729148,,,,0.703221208,0.014390559,,0.025623635,,,,,0.00083087,3.613976134,0.00794236,,,0.379645961,13.16461991,,,0.004571986,,,,,,,,,,,,,,,,,1.325252627,0.363238394,,0.355078426,,,,0.003604835,0.000326721,,,0.131092895,,8.79228E-05,0.003868603,,,,,0,0.27176999,,,,,,3.625897264,15.12654078,,,,,,0.001172304,0.087629724,,,,0.329234222,0.015392029,0.103162752
1971,62.31943331,14.33600515,0.01758456,19.23369379,13.49688356,0.266930895,16.77044761,13.38888034,1.579455027,33.20298809,0.01758456,0.024882152,0.003956526,0.009891315,0.000410306,,,,0.015614386,,,1.218087131,0.05231685,,,,,,,0.29380107,,,,,,,0,0.127614698,,,0.401455505,,0.000439614,0,,,0.54286148,,,,,0.045040213,8.160994296,0.074441304,,,,,,,,,1.819878619,,0.003282451,0,,,,,,,,,,,,,,,1.015953816,,,,,,6.341352673,,,0.062779341,0,,,,,,,,,,,0.352478886,,0.035397719,1.645048952,0.005802905,0.01758456,,0.002637684,,0.026866189,,,0.924768493,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.074327825,,0.022158011,,,0.01392111,0.009466355,,,0,0.105771128,,,0.048963636,0,0.005685674,,,,0.744032041,0.00011893,,0.027162284,,,,,0.000791305,3.757316674,0.007414823,,,0.388975743,13.49688356,,,0.003018683,,,,,,,,,,,,,,,,,1.4236298,0.374697666,,0.336212391,,,,0.004337525,0.000326721,,,0.12004393,,8.79228E-05,0.004303821,,,,,0,0.275290507,,,,,,3.624788117,13.71881584,,,,,,0.001201612,0.087629724,,,,0.358066805,0.020160346,0.098473536
1972,62.10465216,15.42042971,0.0293076,18.32457371,12.60802083,0.270073725,15.85495513,13.88140025,1.570846329,33.470965,0.0293076,0.040825487,0.00208084,0.010843812,0.000351691,,,,0.017146177,,,1.476757328,0.05212257,,,,,,,0.281572767,,,,,,,0,0.131939093,,,0.405353416,,0.000468922,0,,,0.603117246,,,,,0.039659865,8.37025056,0.077108296,,,,,,,,,1.805281353,,0.003751373,0,,,,,,,,,,,,,,,0.924367566,,,,,,6.019677848,,,0.066553339,0,,,,,,,,,,,0.331962393,,0.029662515,1.732862464,0.00524606,0.0293076,,0.002403223,,0.016717099,,,0.777121054,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.068301245,,0.023871333,,,0.016031257,0.009847354,,,0,0.082412971,,,0.050392337,0,0.009993892,,,,0.875696434,0.014063501,,0.025746727,,,,,0.000771523,3.913469326,0.007385515,,,0.402930849,12.60802083,,,0.00304799,,,,,,,,,,,,,,,,,1.418145527,0.363502163,,0.344925716,,,,0.003692758,0.000272268,,,0.114680639,,8.79228E-05,0.00333667,,,,,0,0.282368175,,,,,,3.002828268,14.74901122,,,,,,0.001172304,0.0586152,,,,0.35706173,0.023718055,0.085226501
1973,63.21014227,15.42513783,0.00293076,18.41256381,12.86316236,0.266516574,15.96423136,14.56875762,1.67107331,33.49929537,0.00293076,0.014331416,0.003428989,0.011884232,0.000380999,,,,0.011191957,,,1.5070443,0.050429558,,,,,,,0.237111086,,,,,,,0.000468922,0.125362409,,,0.399330704,,0.000439614,5.64171E-05,,,0.664399804,,,,,0.038874187,8.998019352,0.089329565,,,,,,,,,1.75340019,,0.003370374,0,,,,,,,,,,,,,,,0.801281507,,,,,,5.925994874,,,0.075893554,0,,,,,,,,,,,0.342331305,,0.032109407,1.783525868,0.004366832,0.00293076,,0.001875686,,0.019027212,,,0.619960515,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.089205945,,0.024793643,,,0.001641226,0.011547194,,,0,0.050467687,,,0.057133598,0,0.009554278,,,,0.958211982,0.012249815,,0.024700445,,,,,0.000771523,4.063053264,0.00647698,,,0.420742836,12.86316236,,,0.000293076,,,,,,,,,,,,,,,,,1.513076829,0.39773344,,0.316861403,,,,0.004161679,0.000326721,,,0.097506385,,5.86152E-05,0.003491414,,,,,0,0.297003863,,,,,,3.253026985,14.67153208,,,,,,0.00146538,0.087629724,,,,0.373794347,0.023125103,0.103631674
1974,63.76591627,15.74088121,0.03516912,17.89850327,13.1983085,0.278000346,15.39109109,14.85475288,1.760300943,32.94892474,0.03516912,0.046130162,0.003370374,0.01245573,0.000380999,,,,0.015466148,,,1.587879731,0.050360172,,,,,,,0.217508258,,,,,,,0.000761998,0.123695715,,,0.360659326,,0.000380999,7.8984E-05,,,0.684778741,,,,,0.041449328,9.41653188,0.095718622,,,,,,,,,1.769311813,,0.002579069,0,,,,,,,,,,,,,,,0.719542611,,,,,,5.893758096,,,0.081046182,0,,,,,,,,,,,0.328987657,,0.02944007,1.926262906,0.004571986,0.03516912,,0.001992917,,0.01723643,,,0.562371887,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.108101786,,0.026617455,,,0.016822562,0.012485038,,,0,0.022215161,,,0.059995207,0,0.00890951,,,,0.997674665,0.01370671,,0.023161796,,,,,0.001008914,4.195952094,0.006740748,,,0.449834146,13.1983085,,,0,,,,,,,,,,,,,,,,,1.60296066,0.037015499,,0.32271885,,,,0.004103064,0.000299494,,,0.085988498,,5.86152E-05,0.004690681,,,,,0,0.325027556,,,,,,2.722238946,14.94800068,,,,,,0.001670533,0.1172304,,,,0.386910377,0.020160346,0.091000098
1975,67.56364158,16.96372928,0.0293076,18.75603671,13.50532374,0.298970359,16.1672651,16.15527904,1.854994853,35.40861936,0.0293076,0.03944803,0.00439614,0.01245573,0.000351691,,,,0.012402566,,,1.66334472,0.047140674,,,,,,,0.200560259,,,,,,,0.00208084,0.142096917,,,0.412870815,,0.000439614,0.000101551,,,0.803840749,,,,,0.041015048,9.835044408,0.101023297,,,,,,,,,1.82629817,,0.00281353,0,,,,,,,,,,,,,,,0.712837032,,,,,,5.949655866,,,0.10410376,0,,,,,,,,,,,0.317498507,,0.027292996,2.196734936,0.006037366,0.0293076,,0.001670533,,0.018052749,,,0.525388187,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.108666778,,0.029722303,,,0.019108555,0.01685187,,,0,0,,,0.061211487,0,0.008030282,,,,1.039394034,0.01254714,,0.02695713,,,,,0.002077176,4.424736891,0.006506287,,,0.457171597,13.50532374,,,0.000674075,,,,,,,,,,,,,,,,,1.685079148,0.515608607,,0.342594267,,,,0.003722065,0.000299494,,,0.092055172,,2.93076E-05,0.004468237,,,,,0,0.328552205,,,,,,3.171566364,16.05122176,,,,,,0.001758456,0.15239952,,,,0.408918363,0.020110934,0.09671508
1976,69.47826202,17.75610959,0.02637684,18.92100416,13.73739222,0.339139839,16.25694105,16.66392908,2.034310297,36.49138136,0.02637684,0.038305033,0.004689216,0.01318842,0.000234461,,,,0.015194379,,,1.852482489,0.044615033,,,,,,,0.194097494,,,,,,,0.006564902,0.177390286,,,0.377687041,,0.000380999,1.12834E-05,,,0.829018718,,,,,0.037267134,10.04430067,0.106093512,,,,,,,,,1.872104689,,0.003194528,0,,,,,,,,,,,,,,,0.697280558,,,,,,6.011699206,,,0.128114891,0,,,,,,,,,,,0.321640022,,0.037670524,2.310452747,0.005656367,0.02637684,,0.001699841,,0.017830334,,,0.508654499,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.118229789,,0.032275874,,,0.020573935,0.01087312,,,0,0,,,0.063619927,0,0.009143971,,,,1.068701634,0.015609594,,0.023346434,,,,,0.002393698,4.602082454,0.005656367,,,0.442669903,13.73739222,,,0.000644767,,,,,,,,,,,,,,,,,1.855261465,0.481435945,,0.36030485,,,,0.003692758,0.000326721,,,0.094839394,,8.79228E-05,0.006576625,,,,,0,0.339618081,,,,,,3.051236334,16.80886108,,,,,,0.002549761,0.16412256,,,,0.423542328,0.019369745,0.105302207
1977,71.58955157,18.20133868,0.02637684,19.0000133,13.90679186,0.40408403,16.29684292,17.81092195,2.240024914,37.09441608,0.02637684,0.037865419,0.004982292,0.01392111,0.000175846,,,,0.013168462,,,1.965913158,0.043407721,,,,,,,0.189538697,,,,,,,0.008616434,0.226242436,,,0.373100402,,0.000527537,1.12834E-05,,,0.937140316,,,,,0.037243688,11.02780511,0.12320915,,,,,,,,,1.915657072,,0.003751373,0,,,,,,,,,,,,,,,0.678207172,,,,,,5.854003157,,,0.135404394,0,,,,,,,,,,,0.324011857,,0.035126917,2.296779125,0.006770056,0.02637684,,0.00158261,,0.01621525,,,0.504549824,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.138318391,,0.037626562,,,0.020720473,0.016207103,,,0,0,,,0.060654247,0,0.007766514,,,,1.098009234,0.012993129,,0.023531072,,,,,0.005103919,4.77669098,0.005714982,,,0.451463356,13.90679186,,,0.000674075,,,,,,,,,,,,,,,,,2.072642499,0.506083637,,0.436460092,,,,0.00378068,0.000326721,,,0.086633266,,8.79228E-05,0.004245792,,,,,0,0.333360556,,,,,,3.010715529,17.12587997,,,,,,0.00354622,0.18170712,,,,0.427238514,0.017492065,0.08877272
1978,72.70123339,17.36327232,0.02637684,19.24890248,13.94221824,0.451389149,16.46652819,19.30430041,2.364773944,36.4461538,0.02637684,0.0366345,0.006389057,0.014946876,0.000146538,,,,0.010722537,,,1.976871241,0.042686109,,,,,,,0.176720432,,,,,,,0.009202586,0.266130475,,,0.382127143,,0.00064931,2.25669E-05,,,0.982402094,,,,,0.032013278,12.40889646,0.13932833,,,,,,,,,1.956827524,,0.003135913,0,,,,,,,,,,,,,,,0.625049047,,,,,,5.819872582,,,0.125311678,0,,,,,,,,,,,0.32677933,,0.034943158,2.325683834,0.007737206,0.02637684,,0.00061546,,0.016396606,,,0.524954434,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.141373532,,0.043015937,,,0.021101472,0.009085356,,,0,0,,,0.055834216,0,0.007737206,,,,1.127316834,0.011952489,,0.026239094,,,,,0.005044571,4.933035303,0.005275368,,,0.476887406,13.94221824,,,0.000820613,,,,,,,,,,,,,,,,,2.204337841,0.52911941,,0.489448321,,,,0.004865062,0.000435628,,,0.084523118,,0.00011723,0.006180094,,,,,0,0.344622764,,,,,,3.045887785,16.2394967,,,,,,0.002373916,0.1758456,,,,0.454024635,0.015194379,0.089827794
1979,76.96852547,20.4239774,0.02637684,19.77528981,13.80089612,0.504699043,16.88640632,19.75269838,2.684587883,39.96252675,0.02637684,0.033176203,0.003868603,0.02051532,0.000146538,,,,0.017961485,,,2.067754782,0.038037264,,,,,,,0.164250781,,,,,,,0.010404198,0.314036664,,,0.417677261,,0.000487092,3.38503E-05,,,1.061436983,,,,,0.027042123,12.7646321,0.143167626,,,,,,,,,1.966462852,,0.00293076,0,,,,,,,,,,,,,,,0.588566946,,,,,,5.988546495,,,0.135685865,0,,,,,,,,,,,0.326855119,,0.031403386,2.369498974,0.00817682,0.02637684,,0.001846379,,0.012394008,,,0.487596476,,,,,,,,,,,,,,,,,,0,,0,,,,,,,0.153949833,,0.04725997,,,0.020808396,0.003458297,,,0,0,,,0.051619256,0,0.005040907,,,,1.132958547,0.008384582,,0.025869819,,,,,0.005320121,5.106510504,0.00524606,,,0.520015591,13.80089612,,,0.000879228,,,,,,,,,,,,,,,,,2.528492323,0.533632781,,0.564279504,,,,0.004923677,0.000381175,,,0.079716672,,0.00011723,0.013114565,,,,,0,0.413805874,,,,,,3.016113373,19.20859058,,,,,,0.001611918,0.1611918,,,,0.479714856,0.014799078,0.093432629
1980,75.48506716,20.52797488,0.025921232,17.6188637,12.78651651,0.232963822,15.26957802,21.28610101,3.006726002,39.04297289,0.025921232,0.030641219,0.002487162,0.013969753,0.000198841,0,0,0,0.009223817,,,2.51076635,0.034993588,,0,0,0,0,,0.125540047,0,0,0,8.75E-07,0,,0.008724662,0.088197751,0,0,0.192346197,0,0.000812787,0,0,0,0.820059389,0,0,0,0,0.021497972,14.58462108,0.111358082,0,0,0,0,,0,0,,1.624127965,,0.003751138,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.599209122,0,0,0,0,,5.774786167,0,0,0.112430841,0,0,0,0,0,0,0,0,0,0,0,0.187079835,0,,1.945470894,0.014015267,0.025921232,0,0.001729842,0,0.036022277,0,0,0.443152474,0,,0,0,,0,,1.57343E-06,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.068874731,,0.135199363,,0,0.020290856,0,,0,0.000141009,0,0,0,0.056337891,0.000427532,0.003216086,0,0,0,0.809567017,0.008526281,0,0.030311253,,0,0,0,0.007659664,3.903582156,0.003041669,0,0,0.288393215,12.78651651,0,0,0.00138114,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,2.87876233,0.510576324,,0.5139279,0,0,0,0.004388747,0.000432502,0,0,0.073698612,,2.7139E-05,0.016774177,,0,0,0,0,0.175302107,,0,0,,0,3.496062657,19.63904076,0,0,0,,0,0.00130506,0.144507239,0,0,0,0.527359573,0.01472146,0.072217209
1981,75.88741092,20.36959968,0.026007602,17.42389824,12.55323848,0.247496176,14.94087624,21.9517997,3.315371043,38.99459105,0.026007602,0.030882118,0.002612565,0.015171663,0.000198841,0,0,0,0.011778104,,,2.906443275,0.037387565,,0,0,0,0,,0.137720595,0,0,0,1.57343E-06,0,,0.008959818,0.095718622,0,0,0.186158128,0,0.001197791,0,0,0,0.896057052,0,0,0,0,0.020944377,14.61966334,0.114540511,0,0,0,0,,0,0,,1.595010236,,0.003805389,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.605608227,0,0,0,0,,5.876904732,0,0,0.132384188,0,0,0,0,0,0,0,0,0,0,0,0.188733173,0,,2.12252539,0.017065172,0.026007602,0,0.001989318,0,0.034005477,0,0,0.434087968,0,,0,0,,0,,1.75295E-06,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.067826784,,0.110233148,,0,0.020979763,0,,0,0.000155888,0,0,0,0.057230148,0.000641297,0.003153106,0,0,0,0.842610289,0.012138108,0,0.029963292,,0,0,0,0.007706227,3.371493592,0.003161962,0,0,0.302852237,12.55323848,0,0,0.002991995,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,3.195846153,0.544569079,,0.636651549,0,0,0,0.004089514,0.000384446,0,0,0.070041601,,2.7139E-05,0.01895207,,0,0,0,0,0.19771254,,0,0,,0,3.425441054,19.40571584,0,0,0,,0,0.001522569,0.166739122,0,0,0,0.662989452,0.013123278,0.064546744
1982,78.80839204,20.72301548,0.02923335,18.09448753,12.75176397,0.266256327,15.53029314,23.35509773,3.588537646,40.05689497,0.02923335,0.032539094,0.003030575,0.01674794,0.000198841,0,0,0,0.012180167,,,3.031736447,0.040270109,,0,0,0,0,,0.145906961,0,0,0,1.75295E-06,0,,0.009759381,0.106772783,0,0,0.205091616,0,0.001433072,0,0,0,0.959068015,0,0,0,0,0.018914525,15.67069501,0.124462176,0,0,0,0,,0,0,,1.623039522,,0.003343278,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.564226775,0,0,0,0,,5.960494487,0,0,0.132791308,0,0,0,0,0,0,0,0,0,0,0,0.190055863,0,,2.253016475,0.014729211,0.02923335,0,0.001787503,0,0.053361151,0,0,0.432178034,0,,0,0,,0,,3.50589E-06,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.081561598,,0.137911773,,0,0.021932029,0,,0,0.000152565,0,0,0,0.058467285,0.000961947,0.001522189,0,0,0,0.885410689,0.013026263,0,0.03411949,,0,0,0,0.012991162,3.852255588,0.003058855,0,0,0.310487712,12.75176397,0,0,0.002341962,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,3.463416838,0.551449876,,0.718866945,0,0,0,0.004089514,0.000312363,0,0,0.068259749,,2.7139E-05,0.024990774,,0,0,0,0,0.213393254,,0,0,,0,3.351325902,19.68238587,0,0,0,,0,0.001584715,0.174520289,0,0,0,0.697987415,0.015635037,0.067651453
1983,79.06103091,19.31746659,0.029550202,18.08492112,12.6739435,0.28376657,15.38148262,24.90826775,3.763115171,38.7549399,0.029550202,0.032339381,0.003030575,0.018225699,0.000198841,0,0,0,0.011494295,,,3.327827236,0.037143281,,0,0,0,0,,0.135026841,0,0,0,3.50589E-06,0,,0.009289049,0.113351439,0,0,0.20620572,0,0.001518629,0,0,0,1.001537365,0,0,0,0,0.01900679,16.80451059,0.135774491,0,0,0,0,,0,0,,1.674382837,,0.003071535,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0.556506651,0,0,0,0,,5.799348239,0,0,0.148276117,0,0,0,0,0,0,0,0,0,0,0,0.183406521,0,,2.374308992,0.016471449,0.029550202,0,0.002162302,0,0.049019427,0,0,0.419143562,0,,0,0,,0,,5.25884E-06,,0,0,0,0,,0,0,,0,0.000263339,0,0,0,0,0,0,0,0.103590806,,0.139390082,,0,0.022409461,0,,0,0.00015722,0,0,0,0.064436673,0.002778957,0.001440643,0,0,0,0.895327209,0.014861783,0,0.03110383,,0,0,0,0.023747288,3.96531313,0.003179146,0,0,0.365149903,12.6739435,0,0,0.00298986,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,3.640963911,0.544459427,,0.725751468,0,0,0,0.002543479,0.000312363,0,0,0.064035314,,0.00027182,0.023714836,,0,0,0,0,0.237610831,,0,0,,0,3.204681516,18.21233842,0,0,0,,0,0.001149695,0.17507607,0,0,0,0.758357345,0.011710878,0.068173258
